链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/347/202311192001716-347-PT5JHKMVO3OR?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越95.84%角色     满11段神兽x1特技x1满阶门派法宝满级阵法x1,,25/11/2023 20:55,花果山,54552,27935,26617,9636,大唐官府，月宫，花果山,剑侠客，龙太子,奈洛,龙太子,0,"79,018",54,5561,2797,596,1065,1117,1372,226,2241,3%,0%,0%,0%,0,2317,28,0,0,46,38,体质：115魔力：115力量：744耐力：115敏捷：115,孙悟空（⭐ ⭐ ⭐ ）、红孩儿（⭐ ⭐ ⭐ ）、李天王（⭐ ⭐ ⭐ ）、蝎子精（⭐ ⭐ ⭐ ）、唐僧（⭐ ⭐ ⭐ ）、飞霞（⭐ ⭐ ⭐ ）、地藏菩萨（⭐ ⭐ ）、酒肉和尚（⭐ ）、阎罗王（天地）、北海龙子（天地）、万圣公主（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、小白龙（天地）、老鼠精（天地）、观音菩萨（天地）、猪八戒（天地）、铁扇公主（天地）、九灵元圣（天地）、菩提老祖（天地）、金箍棒灵（天地）、牛魔王（天地）、惠岸行者（天地）、空度禅师（天地）、大鹏王（天地）、黄袍怪（天）、星宿神君（天）、大当家（天）、百花羞（天）、镇元子、孙婆婆、杨戬、沙和尚、太白金星,1213,江湖小虾、竞技场·小试牛刀、擂台争霸·勇士、渔家乐·在水一方、剑会群雄·显赫、剑会群雄·勇者一级、渔歌子·海天阔处、为人师表、地煞·履水吐焰、剑会群雄·嗜血、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、剑会群雄·助人为乐、梦幻迷城·新秀三级、精灵小助手·小成、剑会群雄·百胜、八斗之才、搅海帅首,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/351/202311190101716-351-XKSXEAZDZHMR?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,特技x3逆满法宝x1满级阵法x2,13天21时,,花果山,48661,26152,22509,8333,方寸山，大唐官府，月宫,剑侠客，逍遥生,清秋ヾ,龙太子,0,"960,475",51,5024,2589,497,1020,977,1296,232,2248,0%,0%,0%,0%,27,2300,0,0,0,0,15,体质：115魔力：115力量：740耐力：116敏捷：115,牛魔王（天地）、铁扇公主（天地）、惠岸行者（天地）、北海龙子（天地）、小白龙（天地）、西海龙王（天地）、汤圆（天地）、百花羞（天）、北海龙王（天）、九灵元圣（天）、星宿神君（天）、大鹏王（天）、金角大王、北海龙女、银角大王,1352,地煞·御风神行、江湖小虾、竞技场·小试牛刀、渔家乐·在水一方、剑会群雄·崇拜、梦幻迷城·先锋二级、竞技场·十胜、渔家傲·愿者上钩、精灵小助手·窥径、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、剑会群雄·精英三级、剑会群雄·助人为乐、厚德树人、临江仙·逍遥渔父、竞技场·助人为乐、剑会群雄·封印高手、剑会群雄·百胜、定风波·河豚克星、八斗之才、剑会群雄·小试牛刀、搅海帅首,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/365/202311102001716-365-L6B1MX49HS9K?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越98.68%角色            门派排名第13名     特技x2满级阵法x1,12天11时,,大唐官府,50927,27725,23202,8710,狮驼岭，魔王寨，龙宫，大唐官府，方寸山，阴曹地府，化生寺，月宫，小雷音,杀破狼，神天兵，逍遥生，剑侠客，龙太子，羽灵神,星辰°,逍遥生,5,"77,500",51,4847,2578,547,1089,1178,1136,223,2319,1%,0%,0%,0%,0,2310,0,31,0,0,43,体质：115魔力：115力量：741耐力：115敏捷：115,黄袍怪（⭐ ⭐ ）、百花羞（⭐ ⭐ ）、阎罗王（天地）、孙悟空（天地）、青狮王（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、万圣公主（天）、北海龙子（天）、西海龙王（天）、青莲仙女（天）、小白龙（天）、老鼠精（天）、杨戬（天）、红孩儿（天）、李天王（天）、九头虫（天）、猪八戒（天）、铁扇公主（天）、金箍棒灵（天）、牛魔王（天）、惠岸行者（天）、地藏菩萨（天）、飞霞（天）、大鹏王（天）、杏林仙、玉兔精、嫦娥、法明长老、哪吒、银角大王、孙婆婆、司药御侍、星宿神君、白无常、观音菩萨、蝎子精、北海龙女、沙和尚、北海龙王、太白金星、空度禅师,1469,瑶池蜃境·1层通关、江湖小虾、竞技场·小试牛刀、剑会群雄·显赫、剑会群雄·勇者一级、梦幻竞猜·见时知几、地煞·履水吐焰、擂台争霸·战将、剑会群雄·嗜血、精灵小助手·窥径、擂台争霸·幕后英雄、飞骑御使、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、诲人不倦、剑会群雄·治疗高手、梦幻迷城·新秀三级、剑会群雄·百胜、八斗之才、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/354/202309151901716-354-UNYPEMFEQQQE?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越98.70%角色     满11段8红神宠特技x2满级阵法x1,11天19时,,花果山,51896,28779,23117,9705,大唐官府，月宫，花果山,剑侠客，漠少君,天使爱掉毛,龙太子,197,"35,406",48,5180,2803,597,983,1010,1399,321,2629,0%,0%,0%,0%,18,2300,0,62,25,0,31,体质：115魔力：115力量：738耐力：115敏捷：115,阎罗王（天地）、汤圆（天地）、铁扇公主（天地）、菩提老祖（天地）、百花羞（天地）、西海龙王（天）、星宿神君（天）,1107,渔家乐·在水一方、武林高手、梦幻竞猜·见时知几、剑会群雄·崇拜、六星地煞·移山覆海、为人师表、竞技场·嗜血、如鱼水·浪里白条、福地戍卫、精灵小助手·窥径、竞技场·救死扶伤、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、倚马七纸、剑会群雄·精英三级、剑会群雄·助人为乐、竞技场·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·小试牛刀,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/354/202310292301716-354-WOJQM1MKX3LD?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越96.79%角色     满11段8红神宠逆满法宝x2满阶门派法宝满阶乾坤一脉满级阵法x1,11天9时,,花果山,53888,30295,23593,10615,狮驼岭，花果山，月宫,骨精灵，梦灵珑(仙族),安沐芮°,梦灵珑(仙族),5,"154,764",54,5794,2942,601,1211,1007,1412,259,2398,2%,0%,0%,0%,30,2300,29,64,0,0,0,体质：115魔力：115力量：744耐力：115敏捷：115,百花羞（天地）、牛魔王（天地）、铁扇公主（天地）、蝎子精（天地）、孙悟空（天地）、孙婆婆（天地）、红孩儿（天地）、李天王（天地）、阎罗王（天）、唐僧（天）、小白龙（天）、西海龙王（天）、星宿神君（天）、汤圆（天）,1285,江湖小虾、竞技场·小试牛刀、剑会群雄·千胜、六星地煞·移山覆海、剑会群雄·嗜血、竞技场·十胜、精灵小助手·窥径、竞技场·百战、剑会群雄·助人为乐、历劫英娥、梦幻迷城·新秀二级、八斗之才、剑会群雄·战将三级、剑会群雄·慈悲为怀、剑会群雄·惊奇、循循善诱,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/353/202311170701716-353-4HDCM1Y7AQWQ?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越99.89%角色            门派排名第6名     满11段神兽x18红神宠特技x2逆满法宝x1满阶门派法宝,12天3时,,大唐官府,56852,29147,27705,10073,大唐官府，狮驼岭，月宫，花果山,逍遥生，剑侠客，巨魔王，漠少君，神天兵，龙太子，羽灵神，虎头怪，杀破狼,风萧萧べ,剑侠客,5,"408,511",47,5187,2777,584,1077,1154,1321,236,2262,4%,0%,0%,0%,18,2324,0,0,28,25,48,体质：117魔力：116力量：730耐力：117敏捷：117,孙悟空（⭐ ）、北海龙子（⭐ ）、李天王（⭐ ）、唐僧（⭐ ）、菩提老祖（⭐ ）、酒肉和尚（⭐ ）、阎罗王（天地）、老鼠精（天地）、红孩儿（天地）、猪八戒（天地）、九灵元圣（天地）、北海龙女（天地）、惠岸行者（天地）、大鹏王（天地）、西海龙王（天）、法明长老（天）、孙婆婆（天）、小白龙（天）、杨戬（天）、白无常（天）、黑无常（天）、沙和尚（天）、百花羞（天）、牛魔王（天）、太白金星（天）、地藏菩萨（天）、空度禅师（天）、飞霞（天）、玉兔精、嫦娥、汤圆、青莲仙女、星宿神君、蝎子精、铁扇公主,1254,飞骑御使、梦幻竞猜·算无遗策、竞技场·百胜、竞技场·小试牛刀、剑会群雄·精英一级、武林高手、2019时光收藏者、竞技场·百战、剑会群雄·十胜、梦幻迷城·新秀三级、地煞·履水吐焰、擂台争霸·战将、为人师表、剑会群雄·扬名、八斗之才、剑会群雄·小试牛刀、精灵小助手·窥径,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/351/202311121901716-351-GJ59ZZQHU7D7?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越99.70%角色     风起雷涌·四件(2/4)神兽x1满阶门派法宝满级阵法x1,10天12时,,花果山,51022,29183,21839,9901,化生寺，阴曹地府，魔王寨，龙宫，小雷音，狮驼岭,逍遥生，杀破狼，神天兵，巨魔王，羽灵神，虎头怪，骨精灵，狐美人,慕羿,梦灵珑(仙族),17,"257,429",41,5380,2788,566,1030,1153,1372,260,2623,6%,0%,0%,0%,0,2336,56,0,0,0,0,体质：116魔力：115力量：727耐力：115敏捷：118,铁扇公主（⭐ ⭐ ）、九灵元圣（⭐ ⭐ ）、青狮王（⭐ ）、观音菩萨（天地）、红孩儿（天地）、孙悟空（天）、唐僧（天）、北海龙子（天）、万圣公主（天）、西海龙王（天）、法明长老（天）、青莲仙女（天）、太白金星（天）、酒肉和尚（天）、小白龙（天）、大鹏王（天）、李天王（天）、猪八戒、玉兔精、菩提老祖、北海龙女、百花羞、牛魔王、惠岸行者、北海龙王、地藏菩萨、飞霞、司药御侍、星宿神君,1241,江湖小虾、九黎·扬名五洲、竞技场·小试牛刀、剑会群雄·勇者一级、剑会群雄·钦佩、擂台争霸·战将、地煞·履水吐焰、精灵小助手·窥径、梦幻竞猜·睹始如终、竞技场·百胜、竞技场·百战、剑会群雄·助人为乐、历劫英娥、梦幻迷城·新秀二级、剑会群雄·百胜、八斗之才、剑会群雄·小试牛刀、循循善诱,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/421/202311141101716-421-EIUWJGPMZB9L?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越96.56%角色     特技x1逆满法宝x1满阶门派法宝满级阵法x1,9天6时,,花果山,53897,26739,27158,9563,月宫，花果山，狮驼岭,龙太子，巨魔王,交换人生,羽灵神,190,"587,592",54,5003,2729,534,1023,1056,1412,287,2338,3%,0%,0%,0%,0,2317,25,31,25,0,22,体质：116魔力：117力量：735耐力：115敏捷：121,大鹏王（⭐ ⭐ ⭐ ）、酒肉和尚（⭐ ）、观音菩萨（天地）、猪八戒（天地）、铁扇公主（天地）、蝎子精（天地）、青狮王（天地）、孙悟空（天地）、唐僧（天地）、北海龙子（天地）、九灵元圣（天地）、汤圆（天地）、金箍棒灵（天地）、法明长老（天地）、北海龙女（天地）、沙和尚（天地）、牛魔王（天地）、百花羞（天地）、惠岸行者（天地）、北海龙王（天地）、太白金星（天地）、孙婆婆（天地）、小白龙（天地）、飞霞（天地）、白象王（天地）、红孩儿（天地）、杨戬（天）、李天王（天）、西海龙王、哪吒、星宿神君,1238,竞技场·百胜、剑会群雄·救死扶伤、渔家乐·在水一方、剑会群雄·精英一级、竞技场·百战、明日之星、剑会群雄·助人为乐、剑会群雄·崇拜、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、剑会群雄·嗜血、为人师表、竞技场·嗜血、八斗之才、梦幻迷城·先锋二级、如鱼水·浪里白条、精灵小助手·窥径,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/347/202311101201716-347-R3OL57L7KFFK?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越79.68%角色     逆满法宝x2满级阵法x1,5天17时,,花果山,50173,29400,20773,9273,龙宫，魔王寨，小雷音，化生寺，方寸山，阴曹地府，花果山，月宫,龙太子，巨魔王，虎头怪，杀破狼，剑侠客，喵千岁，飞燕女,夏日午后吃瓜,玄彩娥,25,276,54,5330,2706,569,1109,881,1449,244,2638,5%,0%,0%,0%,19,2323,27,0,0,31,19,体质：116魔力：115力量：742耐力：115敏捷：116,北海龙子（⭐ ⭐ ⭐ ）、铁扇公主（⭐ ⭐ ⭐ ）、牛魔王（⭐ ⭐ ⭐ ）、北海龙王（⭐ ⭐ ⭐ ）、红孩儿（⭐ ⭐ ）、蝎子精（⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、杏林仙（天地）、万圣公主（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、李天王（天地）、观音菩萨（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、北海龙女（天地）、百花羞（天地）、惠岸行者（天地）、太白金星（天地）、飞霞（天地）、空度禅师（天地）、白象王（天地）、大鹏王（天地）、玉兔精（天）、黄袍怪（天）、嫦娥（天）、哪吒（天）、银角大王（天）、青莲仙女（天）、情丝娘子（天）、镇元子（天）、司药御侍（天）、星宿神君（天）、杨戬（天）、白无常（天）、大当家（天）、九头虫（天）、猪八戒（天）、黑无常（天）、金箍棒灵（天）、沙和尚（天）、金角大王（天）、地藏菩萨（天）、酒肉和尚（天）、黄眉（天）、玉面狐狸（天）,1604,摸鱼儿·初涉垂钓、九黎·扬名五洲、竞技场·小试牛刀、九黎·号令四方、渔家乐·在水一方、剑会群雄·精英一级、武林高手、九黎·七星连珠、剑会群雄·钦佩、六星地煞·移山覆海、擂台争霸·无双、鹤鸣九皋、精灵小助手·窥径、擂台争霸·幕后英雄、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、考古者·墨色陈香、剑会群雄·助人为乐、武神坛·勇士、历劫英娥、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·小试牛刀、循循善诱,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/319/202311111901716-319-8TT2BNQ6RLGV?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越98.72%角色     满11段特技x2逆满法宝x1满级阵法x3,6天15时,,月宫,49902,29312,20590,10091,大唐官府，狮驼岭，月宫，方寸山，龙宫，魔王寨，花果山,剑侠客，逍遥生，杀破狼，漠少君，虎头怪，龙太子，神天兵，羽灵神,高冷小暖心ι,龙太子,0,0,48,4885,2758,587,1130,1248,1309,271,2581,1%,0%,0%,0%,2313,2328,31,30,0,26,0,体质：117魔力：115力量：736耐力：115敏捷：115,铁扇公主（⭐ ⭐ ⭐ ）、牛魔王（⭐ ⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ⭐ ）、空度禅师（⭐ ⭐ ⭐ ）、玉面狐狸（⭐ ⭐ ⭐ ）、法明长老（⭐ ⭐ ）、老鼠精（⭐ ）、大鹏王（⭐ ）、孙悟空（天地）、黄袍怪（天地）、汤圆（天地）、青莲仙女（天地）、李天王（天地）、蝎子精（天地）、惠岸行者（天地）、飞霞（天地）、阎罗王（天）、青狮王（天）、万圣公主（天）、玉兔精（天）、西海龙王（天）、嫦娥（天）、孙婆婆（天）、小白龙（天）、司药御侍（天）、星宿神君（天）、红孩儿（天）、大当家（天）、九头虫（天）、观音菩萨（天）、猪八戒（天）、唐僧（天）、九灵元圣（天）、菩提老祖（天）、北海龙女（天）、沙和尚（天）、百花羞（天）、太白金星（天）、白象王（天）,1665,瑶池蜃境·1层通关、江湖小虾、渔家乐·在水一方、剑会群雄·千胜、剑会群雄·显赫、笛师·行云流水、六星地煞·移山覆海、梦幻迷城·精英二级、擂台争霸·战将、剑会群雄·嗜血、月华尊者、竞技场·嗜血、鹤鸣九皋、如鱼水·浪里白条、精灵小助手·窥径、擂台争霸·幕后英雄、梦幻竞猜·睹始如终、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·封印有术、竞技场·百战、考古者·墨色陈香、剑会群雄·精英二级、诲人不倦、剑会群雄·助人为乐、竞技场·助人为乐、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/380/202311111401716-380-WPWHWEUGM0I5?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越98.70%角色     惊雷碎胆·四件(2/4)8红神宠特技x1逆满法宝x1满阶门派法宝满阶乾坤一脉,6天10时,,花果山,57687,29675,28012,10372,大唐官府，月宫，狮驼岭，花果山,剑侠客，龙太子，杀破狼，羽灵神，漠少君,忙里偷闲°,龙太子,25,"2,334,235",54,5774,2721,651,1260,1042,1328,245,2495,2%,0%,0%,0%,0,2320,26,28,23,28,0,体质：115魔力：115力量：673耐力：115敏捷：186,法明长老（⭐ ）、阎罗王（天地）、孙悟空（天地）、汤圆（天地）、孙婆婆（天地）、红孩儿（天地）、观音菩萨（天地）、唐僧（天地）、惠岸行者（天地）、西海龙王（天）、小白龙（天）、老鼠精（天）、猪八戒（天）、蝎子精（天）、铁扇公主（天）、北海龙女（天）、牛魔王（天）、黄眉（天）、飞霞（天）、白象王（天）、大鹏王（天）、杏林仙、星宿神君、百花羞,1517,瑶池蜃境·1层通关、江湖小虾、竞技场·小试牛刀、九黎·号令四方、九黎·三韬六略、剑会群雄·崇拜、为人师表、擂台争霸·战将、地煞·履水吐焰、剑会群雄·嗜血、混沌道尊首杀·1层、鹤鸣九皋、剑会群雄·先锋三级、精灵小助手·窥径、擂台争霸·幕后英雄、梦幻竞猜·睹始如终、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、敦煌贵客、剑会群雄·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、搅海帅首,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/317/202310301901716-317-U6EJOBRXHTDA?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越98.40%角色     满11段8红神宠逆满法宝x1满阶门派法宝满级阵法x4,10天18时,,狮驼岭,54970,28978,25992,9340,大唐官府，狮驼岭，普陀山，阴曹地府，魔王寨，龙宫，方寸山,剑侠客，逍遥生，杀破狼，龙太子，巨魔王,大叔有丶飘,杀破狼,0,"73,735",54,6041,2760,560,1173,973,1244,215,2553,2%,0%,0%,0%,11,2322,0,0,26,0,18,体质：115魔力：117力量：740耐力：116敏捷：116,猪八戒（天地）、铁扇公主（天地）、孙悟空（天地）、唐僧（天地）、惠岸行者（天地）、老鼠精（天地）、红孩儿（天地）、阎罗王（天）、观音菩萨（天）、西海龙王（天）、小白龙（天）、大鹏王（天）、汤圆、北海龙女、沙和尚、百花羞、星宿神君,1294,剑会群雄·救死扶伤、竞技场·小试牛刀、明日之星、剑会群雄·治疗高手、剑会群雄·钦佩、三界妖将、梦幻迷城·新秀三级、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、剑会群雄·战将二级、八斗之才、剑会群雄·小试牛刀、竞技场·十胜、精灵小助手·窥径、亿万热爱·青春梦幻、循循善诱,,
