链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/367/202310171901716-367-VHBXJWTEECHC?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越96.61%角色     满11段8红神宠特技x1满阶门派法宝满阶乾坤一脉满级阵法x2,11天12时,,花果山,56956,29038,27918,10088,方寸山，月宫，大唐官府，狮驼岭，龙宫，花果山,剑侠客，龙太子，漠少君，杀破狼，羽灵神，虎头怪,璑珂取玳。,龙太子,0,"1,598,913",48,5251,2854,560,1193,1088,1440,293,2591,3%,0%,0%,0%,0,2323,60,29,0,25,35,体质：115魔力：115力量：738耐力：115敏捷：115,铁扇公主（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、孙悟空（⭐ ）、杏林仙（天地）、万圣公主（天地）、北海龙子（天地）、西海龙王（天地）、汤圆（天地）、法明长老（天地）、镇元子（天地）、孙婆婆（天地）、司药御侍（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、观音菩萨（天地）、蝎子精（天地）、猪八戒（天地）、唐僧（天地）、菩提老祖（天地）、金箍棒灵（天地）、牛魔王（天地）、惠岸行者（天地）、北海龙王（天地）、太白金星（天地）、飞霞（天地）、阎罗王（天）、青莲仙女（天）、星宿神君（天）、白无常（天）、九灵元圣（天）、沙和尚（天）、百花羞（天）、空度禅师（天）,1206,剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、九黎·扬名五洲、剑会群雄·精英一级、竞技场·百战、敦煌贵客、九黎·三韬六略、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、梦幻迷城·新秀二级、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、为人师表、竞技场·嗜血、八斗之才、剑会群雄·小试牛刀、搅海帅首、精灵小助手·窥径,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/353/202307091901716-353-GVJS8CLPH8ZL?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越97.51%角色     满12段逆满法宝x1满阶门派法宝满级阵法x4,5天16时,,月宫,50772,29550,21222,9455,大唐官府，月宫，狮驼岭,逍遥生，剑侠客，漠少君，龙太子，虎头怪，羽灵神，神天兵，杀破狼,拜神不如拜仁,龙太子,0,"491,670",51,4730,2815,574,1152,1278,1272,222,2362,1%,0%,0%,2%,2300,2329,59,30,0,28,15,体质：116魔力：115力量：734耐力：118敏捷：118,孙悟空（⭐ ⭐ ⭐ ）、阎罗王（⭐ ）、唐僧（⭐ ）、酒肉和尚（⭐ ）、大鹏王（⭐ ）、青狮王（天地）、北海龙子（天地）、法明长老（天地）、小白龙（天地）、老鼠精（天地）、红孩儿（天地）、李天王（天地）、观音菩萨（天地）、九灵元圣（天地）、菩提老祖（天地）、牛魔王（天地）、惠岸行者（天地）、太白金星（天地）、地藏菩萨（天地）、空度禅师（天地）、白象王（天地）、万圣公主（天）、西海龙王（天）、汤圆（天）、哪吒（天）、孙婆婆（天）、司药御侍（天）、杨戬（天）、九头虫（天）、铁扇公主（天）、猪八戒（天）、杏林仙、玉兔精、黄袍怪、嫦娥、银角大王、青莲仙女、情丝娘子、镇元子、星宿神君、白无常、大当家、蝎子精、黑无常、金箍棒灵、北海龙女、沙和尚、金角大王、百花羞、北海龙王、黄眉、飞霞、玉面狐狸,1629,瑶池蜃境·1层通关、七星地煞·举火燎天、九黎·扬名五洲、九黎·号令四方、剑会群雄·显赫、剑会群雄·勇者二级、剑会群雄·嗜血、月华尊者、竞技场·嗜血、擂台争霸·无双、鹤鸣九皋、梦幻迷城·精英一级、如鱼水·浪里白条、精灵小助手·窥径、擂台争霸·幕后英雄、梦幻竞猜·睹始如终、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、武神坛·战将、诲人不倦、明日之星、剑会群雄·助人为乐、竞技场·助人为乐、剑会群雄·百胜、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/317/202310122101716-317-CZG6VTVKL51I?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700857406530g-kvs&tag=user",115,       同价位超越88.77%角色     ,4天16时,,花果山,50291,25708,24583,8276,龙宫，魔王寨,龙太子，杀破狼,宸ゞ雨中仙人,龙太子,8,"7,739",38,5066,2529,598,972,1101,1295,248,2613,1%,0%,0%,0%,12,2330,0,0,28,0,15,体质：115魔力：115力量：726耐力：116敏捷：116,孙悟空（⭐ ⭐ ⭐ ）、唐僧（⭐ ⭐ ⭐ ）、老鼠精（天地）、北海龙子（天）、汤圆（天）、小白龙（天）、观音菩萨（天）、猪八戒（天）、惠岸行者（天）、大鹏王（天）、杏林仙、万圣公主、玉兔精、西海龙王、孙婆婆、星宿神君、杨戬、红孩儿、李天王、九头虫、铁扇公主、菩提老祖、北海龙女、百花羞、酒肉和尚,1022,剑会群雄·新秀三级、摸鱼儿·初涉垂钓、竞技场·小试牛刀、倚马七纸、竞技场·百战、剑会群雄·十胜、梦幻迷城·新秀三级、地煞·履水吐焰、盖世英雄、剑会群雄·敬重、竞技场·十胜、搅海帅首、精灵小助手·窥径、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/353/202310102201716-353-DSDC8IGJDRWU?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越99.18%角色     满11段满级阵法x3,2天18时,,花果山,51004,27340,23664,9119,狮驼岭，月宫，花果山，大唐官府,杀破狼，龙太子，漠少君,ゞ夢紅顏ㄣ,龙太子,0,"13,782",47,5362,2649,541,1157,1000,1341,215,2375,5%,0%,0%,0%,0,2315,0,27,25,0,15,体质：116魔力：115力量：640耐力：116敏捷：210,孙悟空（⭐ ）、猪八戒（天地）、唐僧（天地）、菩提老祖（天地）、西海龙王（天地）、惠岸行者（天地）、孙婆婆（天地）、大鹏王（天地）、阎罗王（天）、九头虫（天）、观音菩萨（天）、铁扇公主（天）、北海龙子（天）、黑无常（天）、汤圆（天）、哪吒（天）、北海龙女（天）、百花羞（天）、镇元子（天）、太白金星（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、红孩儿（天）、李天王（天）,1247,剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·小试牛刀、九黎·号令四方、剑会群雄·十胜、剑会群雄·先锋二级、明日之星、剑会群雄·助人为乐、剑会群雄·钦佩、梦幻迷城·新秀二级、西江月·无名渔夫、地煞·履水吐焰、为人师表、八斗之才、剑会群雄·小试牛刀、竞技场·十胜、搅海帅首、精灵小助手·窥径、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/347/202310031001716-347-PEHEFCKTXMQ3?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越98.29%角色     双蓝装备x18红神宠特技x4满阶门派法宝满阶乾坤一脉,9天6时,,花果山,51089,25991,25098,8954,大唐官府，化生寺，方寸山,剑侠客，漠少君,无情。,神天兵,20,"47,652",51,5678,2672,548,1238,731,1110,194,2402,2%,0%,0%,0%,31,2300,0,0,0,26,16,体质：115魔力：115力量：632耐力：115敏捷：224,汤圆（天地）、李天王（天地）、观音菩萨（天地）、铁扇公主（天地）、北海龙王（天地）、惠岸行者（天地）、西海龙王（天）、孙婆婆（天）、百花羞（天）、酒肉和尚（天）、星宿神君,1258,江湖小虾、剑会群雄·救死扶伤、竞技场·小试牛刀、竞技场·百战、桃李天下、剑会群雄·显赫、剑会群雄·精英二级、剑会群雄·治疗高手、精灵小助手·小成、梦幻迷城·新秀二级、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、八斗之才、竞技场·十胜、搅海帅首、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/371/202308171201716-371-MVY6JLGJ4WTR?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越82.84%角色     双蓝装备x1神兽x1特技x2满级阵法x1,4天7时,,花果山,51003,27616,23387,9792,狮驼岭，月宫，花果山,骨精灵，舞天姬,红伞伞ん,舞天姬,0,"190,490",51,5248,2762,543,1129,983,1404,239,2449,1%,0%,0%,0%,12,2318,27,0,0,0,16,体质：117魔力：115力量：733耐力：117敏捷：119,酒肉和尚（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、孙悟空（⭐ ⭐ ）、李天王（⭐ ⭐ ）、蝎子精（⭐ ⭐ ）、唐僧（⭐ ⭐ ）、阎罗王（⭐ ）、法明长老（⭐ ）、青莲仙女（⭐ ）、白无常（⭐ ）、红孩儿（⭐ ）、铁扇公主（⭐ ）、菩提老祖（⭐ ）、北海龙王（⭐ ）、青狮王（天地）、北海龙子（天地）、万圣公主（天地）、西海龙王（天地）、汤圆（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、观音菩萨（天地）、猪八戒（天地）、九灵元圣（天地）、黑无常（天地）、金箍棒灵（天地）、北海龙女（天地）、牛魔王（天地）、惠岸行者（天地）、太白金星（天地）、地藏菩萨（天地）、空度禅师（天地）、飞霞（天地）、玉面狐狸（天地）、白象王（天地）、星宿神君、百花羞,1171,竞技场·千战、江湖小虾、竞技场·百胜、倚马七纸、剑会群雄·显赫、剑会群雄·助人为乐、梦幻迷城·新秀三级、历劫英娥、竞技场·助人为乐、地煞·履水吐焰、擂台争霸·战将、剑会群雄·百胜、剑会群雄·战将二级、剑会群雄·嗜血、竞技场·嗜血、剑会群雄·慈悲为怀、精灵小助手·窥径,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/354/202308102001716-354-895JKDCRVRG4?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越94.54%角色     双蓝装备x1满11段特技x2满阶门派法宝满级阵法x2,11天16时,,月宫,52818,28257,24561,10067,月宫，大唐官府,龙太子，剑侠客,ヾ玖·凌云,龙太子,0,"327,063",50,4885,2733,560,1177,1246,1269,276,2513,3%,0%,0%,0%,2335,2312,56,0,28,0,0,体质：116魔力：115力量：730耐力：117敏捷：122,铁扇公主（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、李天王（⭐ ⭐ ）、青莲仙女（⭐ ）、唐僧（⭐ ）、菩提老祖（⭐ ）、酒肉和尚（⭐ ）、阎罗王（天地）、孙悟空（天地）、北海龙子（天地）、老鼠精（天地）、白无常（天地）、红孩儿（天地）、蝎子精（天地）、猪八戒（天地）、九灵元圣（天地）、牛魔王（天地）、惠岸行者（天地）、万圣公主（天）、西海龙王（天）、黄袍怪（天）、汤圆（天）、银角大王（天）、孙婆婆（天）、小白龙（天）、星宿神君（天）、黑无常（天）、金箍棒灵（天）、太白金星（天）、白象王（天）、百花羞、黄眉,1266,太阴清客、竞技场·救死扶伤、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、九黎·扬名五洲、绝世奇才、渔家乐·在水一方、竞技场·百战、剑会群雄·显赫、剑会群雄·先锋二级、剑会群雄·助人为乐、六星地煞·移山覆海、渔歌子·海天阔处、剑会群雄·百胜、剑会群雄·嗜血、梦幻迷城·先锋一级、为人师表、竞技场·嗜血、八斗之才、渔家傲·愿者上钩、精灵小助手·窥径,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/367/202307101501716-367-IQBKS6X7CB7D?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越75.82%角色            门派排名第9名     8红神宠特技x3满阶门派法宝满级阵法x1,8天10时,,大唐官府,53628,30416,23212,10280,方寸山，阴曹地府，化生寺，龙宫，魔王寨，月宫，花果山，小雷音，大唐官府,剑侠客，逍遥生，杀破狼，龙太子,三界银枪,剑侠客,2,"368,118",51,5472,2962,647,1087,1231,1278,245,2603,2%,0%,0%,0%,0,2300,0,29,0,24,0,体质：115魔力：115力量：741耐力：115敏捷：115,观音菩萨（⭐ ⭐ ）、法明长老（天地）、小白龙（天地）、红孩儿（天地）、牛魔王（天地）、西海龙王（天）、杨戬（天）、铁扇公主（天）、唐僧（天）、阎罗王、杏林仙、万圣公主、黄袍怪、汤圆、孙婆婆、星宿神君、九灵元圣、北海龙女、百花羞、惠岸行者、白象王、大鹏王,1221,飞骑御使、剑会群雄·封印有术、竞技场·小试牛刀、竞技场·百战、竞技场·治疗高手、剑会群雄·十胜、剑会群雄·助人为乐、梦幻迷城·新秀二级、地煞·履水吐焰、擂台争霸·战将、为人师表、八斗之才、剑会群雄·敬重、竞技场·十胜、剑会群雄·先锋三级、威震三界、精灵小助手·窥径、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/360/202305141901716-360-XEYYXXNZZUHY?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越97.76%角色     8红神宠特技x2满阶门派法宝满级阵法x1,2天6时,,大唐官府,50842,27153,23689,9020,大唐官府，化生寺，月宫，狮驼岭，阴曹地府，普陀山，花果山,逍遥生，龙太子，漠少君，剑侠客，杀破狼,是随风吖！,剑侠客,14,"157,958",48,5026,2668,554,1119,1154,1184,240,2372,2%,0%,0%,2%,0,2300,0,0,0,0,0,体质：117魔力：117力量：731耐力：116敏捷：117,红孩儿（⭐ ）、杨戬（天地）、铁扇公主（天地）、牛魔王（天地）、阎罗王（天）、孙悟空（天）、玉兔精（天）、西海龙王（天）、青莲仙女（天）、孙婆婆（天）、小白龙（天）、白无常（天）、李天王（天）、九头虫（天）、猪八戒（天）、蝎子精（天）、唐僧（天）、九灵元圣（天）、北海龙女（天）、百花羞（天）、惠岸行者（天）、太白金星（天）、酒肉和尚（天）、空度禅师（天）、大鹏王（天）、嫦娥、哪吒、银角大王、星宿神君、金角大王,1325,海底蜃境·1层通关、江湖小虾、竞技场·小试牛刀、剑会群雄·精英一级、渔家乐·在水一方、梦幻竞猜·见时知几、剑会群雄·崇拜、渔歌子·海天阔处、地煞·履水吐焰、为人师表、竞技场·十胜、渔家傲·愿者上钩、精灵小助手·窥径、飞骑御使、剑会群雄·救死扶伤、竞技场·百战、剑会群雄·治疗高手、竞技场·助人为乐、梦幻迷城·新秀二级、剑会群雄·百胜、八斗之才、剑会群雄·小试牛刀,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/351/202303041101716-351-1UJ7OXK2KHAV?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越75.93%角色     神兽x3特技x2,2天21时,,大唐官府,48084,25705,22379,8150,无,无,←涛→,英女侠,687,"191,377",48,4882,2519,579,1072,1082,1150,207,2336,3%,0%,0%,0%,0,2300,0,0,0,0,0,体质：124魔力：117力量：705耐力：124敏捷：128,孙悟空（⭐ ⭐ ⭐ ）、铁扇公主（⭐ ⭐ ⭐ ）、唐僧（⭐ ⭐ ⭐ ）、菩提老祖（⭐ ⭐ ）、红孩儿（⭐ ）、酒肉和尚（⭐ ）、万圣公主（天地）、西海龙王（天地）、青莲仙女（天地）、孙婆婆（天地）、小白龙（天地）、蝎子精（天地）、金箍棒灵（天地）、牛魔王（天地）、惠岸行者（天地）、地藏菩萨（天地）、飞霞（天地）、阎罗王（天）、青狮王（天）、杏林仙（天）、北海龙子（天）、玉兔精（天）、黄袍怪（天）、汤圆（天）、嫦娥（天）、法明长老（天）、哪吒（天）、银角大王（天）、情丝娘子（天）、镇元子（天）、司药御侍（天）、星宿神君（天）、老鼠精（天）、白无常（天）、杨戬（天）、大当家（天）、李天王（天）、观音菩萨（天）、九头虫（天）、猪八戒（天）、九灵元圣（天）、黑无常（天）、北海龙女（天）、沙和尚（天）、金角大王（天）、百花羞（天）、北海龙王（天）、太白金星（天）、黄眉（天）、空度禅师（天）、玉面狐狸（天）、白象王（天）、大鹏王（天）,1121,地煞·御风神行、江湖小虾、竞技场·百胜、摸鱼儿·初涉垂钓、竞技场·小试牛刀、渔家乐·在水一方、竞技场·百战、倚马七纸、剑会群雄·先锋一级、剑会群雄·十胜、牡丹御使、精灵小助手·小成、梦幻迷城·新秀二级、为人师表、剑会群雄·扬名、亿万热爱·青春梦幻,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/358/202305301101716-358-0SCLU7WOUBTP?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       门派排名第15名     8红神宠特技x1逆满法宝x1满阶门派法宝,14时24分,,月宫,50975,26070,24905,8958,大唐官府，狮驼岭,剑侠客，巨魔王,丨灬紫墨灬丨,龙太子,27,"551,239",48,5156,2643,534,1168,1194,1181,235,2276,0%,0%,0%,0%,2300,2315,30,27,0,0,0,体质：121魔力：115力量：722耐力：119敏捷：121,孙悟空（天地）、孙婆婆（天地）、老鼠精（天地）、铁扇公主（天地）、蝎子精（天地）、唐僧（天地）、菩提老祖（天地）、惠岸行者（天地）、飞霞（天地）、大鹏王（天地）、阎罗王（天）、北海龙子（天）、万圣公主（天）、西海龙王（天）、汤圆（天）、法明长老（天）、小白龙（天）、金箍棒灵（天）、北海龙女（天）、牛魔王（天）、地藏菩萨（天）、酒肉和尚（天）、白象王（天）、星宿神君、猪八戒、沙和尚、百花羞、太白金星,1208,竞技场·救死扶伤、江湖小虾、竞技场·百胜、梦幻迷城·勇者二级、剑会群雄·勇者三级、摸鱼儿·初涉垂钓、竞技场·百战、2019时光收藏者、厚德树人、剑会群雄·助人为乐、精灵小助手·小成、竞技场·助人为乐、剑会群雄·百胜、剑会群雄·嗜血、地煞·履水吐焰、竞技场·嗜血、八斗之才、月华尊者、剑会群雄·慈悲为怀、剑会群雄·惊奇,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/340/202303261001716-340-BJWSEETAZFEX?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,       同价位超越83.83%角色     特技x2满级阵法x2,8天8时,,狮驼岭,50788,27742,23046,9290,无,无,寂寞寂寞就好,杀破狼,0,"514,111",45,6772,2699,564,1026,1143,1227,232,2625,0%,0%,0%,0%,0,2300,0,0,0,0,0,体质：117魔力：116力量：732耐力：115敏捷：115,铁扇公主（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、杏林仙（天地）、北海龙子（天地）、万圣公主（天地）、西海龙王（天地）、黄袍怪（天地）、汤圆（天地）、法明长老（天地）、孙婆婆（天地）、小白龙（天地）、司药御侍（天地）、老鼠精（天地）、红孩儿（天地）、大当家（天地）、李天王（天地）、观音菩萨（天地）、蝎子精（天地）、猪八戒（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、金箍棒灵（天地）、北海龙女（天地）、牛魔王（天地）、百花羞（天地）、金角大王（天地）、北海龙王（天地）、惠岸行者（天地）、地藏菩萨（天地）、空度禅师（天地）、飞霞（天地）、酒肉和尚（天地）、白象王（天地）、玉兔精（天）、嫦娥（天）、哪吒（天）、银角大王（天）、青莲仙女（天）、情丝娘子（天）、镇元子（天）、星宿神君（天）、杨戬（天）、九头虫（天）、黑无常（天）、沙和尚（天）、太白金星（天）、黄眉（天）、玉面狐狸（天）、白无常,1137,竞技场·百胜、剑会群雄·救死扶伤、九黎·号令四方、渔家乐·在水一方、剑会群雄·勇者四级、竞技场·百战、海底蜃境·2层通关、倚马七纸、剑会群雄·显赫、明日之星、剑会群雄·助人为乐、三界妖将、竞技场·助人为乐、渔歌子·海天阔处、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、竞技场·嗜血、精灵小助手·窥径、梦幻迷城·先锋三级,,
"https://my-vivo.cbg.163.com/cgi/mweb/equip/328/202306122001716-328-0SWAN4F5R5P8?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=17008575293727Crfk&tag=user",115,满11段特技x2满级阵法x3,8天16时,,月宫,50610,27057,23553,9306,大唐官府，方寸山，狮驼岭，月宫,剑侠客，逍遥生，巨魔王，杀破狼，羽灵神,花王爷゛,龙太子,5,"809,911",51,4789,2536,594,1125,1247,1238,281,2612,0%,0%,0%,0%,2300,2315,25,31,18,0,10,体质：120魔力：118力量：720耐力：117敏捷：126,唐僧（天）、牛魔王（天）、大鹏王（天）、阎罗王、观音菩萨、铁扇公主、杏林仙、九灵元圣、菩提老祖、西海龙王、汤圆、法明长老、北海龙女、青莲仙女、百花羞、镇元子、惠岸行者、地藏菩萨、孙婆婆、司药御侍、小白龙、星宿神君、老鼠精、红孩儿,1365,剑会群雄·封印有术、剑会群雄·救死扶伤、竞技场·小试牛刀、九黎·号令四方、剑会群雄·勇者一级、剑会群雄·助人为乐、地煞·履水吐焰、盖世英雄、剑会群雄·百胜、梦幻迷城·先锋一级、为人师表、月华尊者、剑会群雄·扬名、八斗之才、剑会群雄·小试牛刀、竞技场·十胜、梦幻卡牌·登堂入室、精灵小助手·窥径、亿万热爱·青春梦幻,,
